goal	rule	score
parent(_EX2, X)	parent(rickard_stark, eddard_stark)	1
status(Y, X)	status(the_mountain, alive)	1
parent(X, Z)	parent(stannis_baratheon, shireen_baratheon)	1
parent(X, _EX1)	parent(unknown_mother_stark, lyanna_stark)	1
parent(_EX0, _EX1)	parent(catelyn_stark, bran_stark)	1
parent(_EX4, Z)	parent(cersei_lannister, tommen_lannister)	1
parent(_EX1, _EX5)	parent(eddard_stark, bran_stark)	1
parent(_EX6, _EX5)	parent(aegon_v_targaryen, duncan_targaryen)	1
parent(_EX6, _EX5)	parent(eddard_stark, arya_stark)	1
parent(_EX1, _EX3)	parent(unknown_mother_stark, eddard_stark)	1
parent(oberyn_martell, X)	parent(oberyn_martell, nymeria_sand)	1
female(_EX2)	female(elia_martell)	1
parent(_EX1, Z)	parent(rickard_stark, benjen_stark)	1
parent(_EX4, Z)	parent(oberyn_martell, obara_sand)	1
parent(X, Z)	parent(aerys_targaryen, rhaegar_targaryen)	1
parent(_EX6, _EX2)	parent(rhaella_targaryen, daenerys_targaryen)	1
parent(_EX4, Z)	parent(tywin_lannister, cersei_lannister)	1
parent(X, _EX4)	parent(rhaegar_targaryen, aegon_targaryen)	1
status(Y, X)	status(selyse_baratheon, dead)	1
parent(_EX6, X)	parent(luthor_tyrell, mace_tyrell)	1
parent(oberyn_martell, _EX1)	parent(oberyn_martell, four_unknown_martells)	1
parent(X, tyrion_lannister)	parent(tywin_lannister, tyrion_lannister)	1
parent(X, Y)	parent(unknown_mother_greyjoy, euron_greyjoy)	1
parent(_EX1, _EX5)	parent(aegon_v_targaryen, daeron_targaryen)	1
male(X)	male(jon_snow)	1
male(X)	male(theon_greyjoy)	1
parent(_EX4, X)	parent(tytos_lannister, kevan_lannister)	1
parent(X, _EX4)	parent(unknown_mother_sand_2, nymeria_sand)	1
parent(_EX0, X)	parent(tywin_lannister, tyrion_lannister)	1
ancestor(Y, rhaenys_targaryen)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	1
male(X)	male(rhaegar_targaryen)	1
ancestor(X, rhaenys_targaryen)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	1
parent(_EX1, _EX5)	parent(alannys_harlaw, yara_greyjoy)	1
parent(X, _EX4)	parent(rhaella_targaryen, daenerys_targaryen)	1
parent(_EX0, _EX1)	parent(unknown_mother_greyjoy, balon_greyjoy)	1
parent(X, joffery_lannister)	parent(jaime_lannister, joffery_lannister)	1
parent(_EX1, Z)	parent(cersei_lannister, joffery_lannister)	1
parent(_EX1, _EX5)	parent(catelyn_stark, bran_stark)	1
parent(_EX1, _EX3)	parent(unknown_mother_stark, brandon_stark)	1
parent(_EX1, _EX5)	parent(mellario_of_norvos, trystane_martell)	1
parent(_EX1, _EX5)	parent(unknown_mother_greyjoy, balon_greyjoy)	1
parent(_EX3, Z)	parent(unknown_father_greyjoy, balon_greyjoy)	1
male(_EX2)	male(lancel_lannister)	1
female(_EX3)	female(lyanna_stark)	1
male(X)	male(kevan_lannister)	1
status(X, Y)	status(tyene_sand, dead)	1
parent(_EX5, X)	parent(eddard_stark, bran_stark)	1
parent(X, _EX3)	parent(alerie_hightower, margaery_tyrell)	1
parent(_EX0, _EX1)	parent(elia_martell, aegon_targaryen)	1
parent(balon_greyjoy, Y)	parent(balon_greyjoy, theon_greyjoy)	1
status(Y, X)	status(drogon, alive)	1
parent(X, _EX0)	parent(tytos_lannister, kevan_lannister)	1
status(X, Z)	status(the_mountain, alive)	1
male(X)	male(jaime_lannister)	1
parent(Y, stannis_baratheon)	parent(cassana_estermont, stannis_baratheon)	1
ancestor(_EX0, aegon_targaryen)	ancestor(X, Y) :- parent(X, Y)	1
parent(_EX4, X)	parent(unknown_mother_martell, ella_martell)	1
female(X)	female(myrcella_lannister)	1
ancestor(X, maron_greyjoy)	ancestor(X, Y) :- parent(X, Y)	1
status(X, Z)	status(joffery_lannister, dead)	1
parent(X, tyene_sand)	parent(oberyn_martell, tyene_sand)	1
parent(_EX3, Z)	parent(rhaella_targaryen, viserys_targaryen)	1
parent(X, _EX1)	parent(alannys_harlaw, rodrick_greyjoy)	1
parent(Y, _EX3)	parent(eddard_stark, bran_stark)	1
parent(oberyn_martell, _EX4)	parent(oberyn_martell, nymeria_sand)	1
parent(_EX6, _EX2)	parent(selyse_baratheon, shireen_baratheon)	1
parent(_EX6, X)	parent(unknown_mother_martell, ella_martell)	1
parent(X, _EX3)	parent(kevan_lannister, willem_lannister)	1
parent(mace_tyrell, _EX0)	parent(mace_tyrell, margaery_tyrell)	1
parent(_EX4, Z)	parent(unknown_mother_stark, lyanna_stark)	1
parent(_EX0, X)	parent(eddard_stark, sansa_stark)	1
parent(rhaegar_targaryen, _EX0)	parent(rhaegar_targaryen, rhaenys_targaryen)	1
parent(oberyn_martell, Y)	parent(oberyn_martell, obara_sand)	1
parent(_EX4, Z)	parent(rickard_stark, brandon_stark)	1
parent(X, Z)	parent(joanna_lannister, tyrion_lannister)	1
parent(Y, trystane_martell)	parent(doran_martell, trystane_martell)	1
parent(_EX1, Z)	parent(unknown_mother_sand_3, sarella_sand)	1
male(tommen_lannister)	male(tommen_lannister)	1
parent(X, _EX3)	parent(aegon_v_targaryen, aerys_targaryen)	1
parent(rhaegar_targaryen, Z)	parent(rhaegar_targaryen, jon_snow)	1
status(X, Z)	status(rhaegal, dead)	1
parent(_EX5, _EX1)	parent(eddard_stark, sansa_stark)	1
status(X, Z)	status(meryn_trant, dead)	1
female(selyse_baratheon)	female(selyse_baratheon)	1
parent(_EX5, X)	parent(catelyn_stark, bran_stark)	1
parent(_EX3, Z)	parent(unknown_mother_greyjoy, aeron_greyjoy)	1
parent(Y, _EX3)	parent(aegon_v_targaryen, daeron_targaryen)	1
parent(_EX6, _EX2)	parent(unknown_mother_sand_1, obara_sand)	1
parent(_EX6, _EX5)	parent(mace_tyrell, loras_tyrell)	1
parent(aegon_v_targaryen, X)	parent(aegon_v_targaryen, aerys_targaryen)	1
parent(X, _EX0)	parent(aerys_targaryen, viserys_targaryen)	1
parent(Y, tyrion_lannister)	parent(joanna_lannister, tyrion_lannister)	1
parent(_EX3, kevan_lannister)	parent(unknown_mother_lannister, kevan_lannister)	1
parent(_EX1, _EX5)	parent(stannis_baratheon, shireen_baratheon)	1
parent(_EX0, X)	parent(balon_greyjoy, yara_greyjoy)	1
parent(Y, _EX3)	parent(alannys_harlaw, yara_greyjoy)	1
parent(_EX3, aeron_greyjoy)	parent(unknown_mother_greyjoy, aeron_greyjoy)	1
parent(_EX1, _EX3)	parent(unknown_mother_targaryen, duncan_targaryen)	1
parent(Y, _EX3)	parent(catelyn_stark, bran_stark)	1
parent(_EX4, _EX0)	parent(ellaria_sand, four_unknown_martells)	1
parent(X, _EX5)	parent(rickard_stark, benjen_stark)	1
parent(_EX0, X)	parent(kevan_lannister, martyn_lannister)	1
parent(_EX5, _EX1)	parent(balon_greyjoy, yara_greyjoy)	1
parent(_EX4, Z)	parent(kevan_lannister, martyn_lannister)	1
parent(Y, _EX3)	parent(mellario_of_norvos, trystane_martell)	1
ancestor(cersei_lannister, _EX1)	ancestor(X, Y) :- parent(X, Y)	1
parent(_EX4, _EX1)	parent(balon_greyjoy, theon_greyjoy)	1
parent(_EX4, X)	parent(balon_greyjoy, maron_greyjoy)	1
parent(_EX3, Z)	parent(luthor_tyrell, mace_tyrell)	1
parent(Y, _EX3)	parent(unknown_mother_greyjoy, balon_greyjoy)	1
parent(X, Z)	parent(steffon_baratheon, robert_baratheon)	1
parent(tytos_lannister, X)	parent(tytos_lannister, kevan_lannister)	1
parent(rhaella_targaryen, _EX5)	parent(rhaella_targaryen, viserys_targaryen)	1
parent(_EX6, _EX2)	parent(catelyn_stark, rickon_stark)	1
status(X, Z)	status(lewyn_martell, dead)	1
parent(X, _EX4)	parent(kevan_lannister, willem_lannister)	1
parent(_EX6, X)	parent(unknown_mother_stark, eddard_stark)	1
parent(X, rhaenys_targaryen)	parent(rhaegar_targaryen, rhaenys_targaryen)	1
parent(Y, X)	parent(steffon_baratheon, stannis_baratheon)	1
parent(_EX5, _EX1)	parent(rickard_stark, eddard_stark)	1
parent(unknown_mother_greyjoy, _EX4)	parent(unknown_mother_greyjoy, balon_greyjoy)	1
parent(X, Y)	parent(alannys_harlaw, maron_greyjoy)	1
ancestor(doran_martell, _EX1)	ancestor(X, Y) :- parent(X, Y)	1
status(Y, X)	status(oberyn_martell, dead)	1
parent(X, _EX5)	parent(cersei_lannister, joffery_lannister)	1
parent(_EX4, _EX0)	parent(rhaegar_targaryen, aegon_targaryen)	1
parent(unknown_father_greyjoy, X)	parent(unknown_father_greyjoy, aeron_greyjoy)	1
ancestor(kevan_lannister, _EX0)	ancestor(X, Y) :- parent(X, Y)	1
parent(cersei_lannister, Z)	parent(cersei_lannister, tommen_lannister)	1
parent(rhaella_targaryen, _EX5)	parent(rhaella_targaryen, rhaegar_targaryen)	1
parent(_EX1, _EX5)	parent(jaime_lannister, joffery_lannister)	1
parent(X, _EX0)	parent(balon_greyjoy, maron_greyjoy)	1
parent(eddard_stark, Y)	parent(eddard_stark, arya_stark)	1
parent(_EX2, X)	parent(aegon_v_targaryen, duncan_targaryen)	1
male(maron_greyjoy)	male(maron_greyjoy)	1
parent(_EX2, X)	parent(eddard_stark, arya_stark)	1
parent(X, Z)	parent(lewyn_martell, doran_martell)	1
parent(X, _EX5)	parent(oberyn_martell, obara_sand)	1
parent(_EX4, X)	parent(unknown_mother_stark, lyanna_stark)	1
parent(_EX0, _EX1)	parent(elia_martell, rhaenys_targaryen)	1
status(X, Y)	status(cassana_estermont, dead)	1
parent(_EX1, _EX5)	parent(aerys_targaryen, rhaegar_targaryen)	1
parent(_EX3, eddard_stark)	parent(unknown_mother_stark, eddard_stark)	1
parent(_EX0, _EX1)	parent(unknown_father_greyjoy, euron_greyjoy)	1
parent(X, Y)	parent(alannys_harlaw, theon_greyjoy)	1
parent(_EX3, Z)	parent(unknown_mother_lannister, kevan_lannister)	1
ancestor(Y, X)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	1
parent(_EX6, _EX5)	parent(rhaella_targaryen, rhaegar_targaryen)	1
parent(_EX3, maron_greyjoy)	parent(alannys_harlaw, maron_greyjoy)	1
parent(_EX6, _EX2)	parent(unknown_mother_greyjoy, euron_greyjoy)	1
male(_EX2)	male(oberyn_martell)	1
parent(jaime_lannister, _EX5)	parent(jaime_lannister, myrcella_lannister)	1
parent(Y, X)	parent(robert_baratheon, gendry)	1
parent(_EX6, X)	parent(unknown_mother_stark, brandon_stark)	1
ancestor(eddard_stark, X)	ancestor(X, Y) :- parent(X, Y)	1
parent(Y, X)	parent(rhaella_targaryen, viserys_targaryen)	1
parent(_EX5, doran_martell)	parent(lewyn_martell, doran_martell)	1
parent(X, Y)	parent(balon_greyjoy, rodrick_greyjoy)	1
ancestor(oberyn_martell, _EX3)	ancestor(X, Y) :- parent(X, Y)	1
status(X, Y)	status(rodrick_greyjoy, dead)	1
parent(rhaegar_targaryen, _EX3)	parent(rhaegar_targaryen, rhaenys_targaryen)	1
parent(_EX6, _EX2)	parent(catelyn_stark, arya_stark)	1
parent(jaime_lannister, X)	parent(jaime_lannister, tommen_lannister)	1
parent(Y, _EX3)	parent(stannis_baratheon, shireen_baratheon)	1
parent(X, Z)	parent(luthor_tyrell, mace_tyrell)	1
parent(_EX0, X)	parent(catelyn_stark, sansa_stark)	1
ancestor(_EX3, Z)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	1
status(X, Z)	status(martyn_lannister, dead)	1
parent(_EX3, benjen_stark)	parent(unknown_mother_stark, benjen_stark)	1
parent(_EX0, X)	parent(oberyn_martell, tyene_sand)	1
parent(jaime_lannister, _EX1)	parent(jaime_lannister, joffery_lannister)	1
parent(unknown_mother_sand_2, nymeria_sand)	parent(unknown_mother_sand_2, nymeria_sand)	1
parent(X, _EX5)	parent(unknown_mother_sand_3, sarella_sand)	1
ancestor(rhaegar_targaryen, aegon_targaryen)	ancestor(X, Y) :- parent(X, Y)	1
male(tywin_lannister)	male(tywin_lannister)	1
parent(X, _EX0)	parent(lewyn_martell, ella_martell)	1
male(_EX2)	male(robb_stark)	1
parent(_EX4, _EX1)	parent(rickard_stark, benjen_stark)	1
parent(_EX3, Z)	parent(eddard_stark, robb_stark)	1
parent(X, _EX0)	parent(lewyn_martell, oberyn_martell)	1
ancestor(rhaella_targaryen, X)	ancestor(X, Y) :- parent(X, Y)	1
female(lyanna_stark)	female(lyanna_stark)	1
parent(_EX0, _EX1)	parent(catelyn_stark, rickon_stark)	1
ancestor(unknown_mother_greyjoy, _EX4)	ancestor(X, Y) :- parent(X, Y)	1
parent(_EX4, _EX0)	parent(jaime_lannister, joffery_lannister)	1
parent(X, _EX4)	parent(olenna_tyrell, mace_tyrell)	1
parent(_EX6, _EX5)	parent(steffon_baratheon, renly_baratheon)	1
parent(_EX0, _EX1)	parent(steffon_baratheon, robert_baratheon)	1
parent(_EX6, _EX2)	parent(unknown_mother_targaryen, aerys_targaryen)	1
parent(_EX1, kevan_lannister)	parent(tytos_lannister, kevan_lannister)	1
female(_EX0)	female(unknown_mother_targaryen)	1
ancestor(aerys_targaryen, _EX0)	ancestor(X, Y) :- parent(X, Y)	1
parent(aerys_targaryen, _EX4)	parent(aerys_targaryen, viserys_targaryen)	1
parent(Y, _EX3)	parent(aerys_targaryen, rhaegar_targaryen)	1
ancestor(X, _EX5)	ancestor(X, Y) :- parent(X, Y)	1
parent(_EX3, Z)	parent(unknown_mother_stark, eddard_stark)	1
parent(_EX5, _EX1)	parent(alerie_hightower, margaery_tyrell)	1
status(X, Y)	status(melisandre, alive)	1
parent(_EX6, _EX5)	parent(unknown_mother_targaryen, daeron_targaryen)	1
ancestor(X, daenerys_targaryen)	ancestor(X, Y) :- parent(X, Y)	1
parent(X, Y)	parent(unknown_mother_greyjoy, balon_greyjoy)	1
male(X)	male(mace_tyrell)	1
ancestor(tywin_lannister, X)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	1
parent(Y, X)	parent(steffon_baratheon, renly_baratheon)	1
parent(_EX4, X)	parent(eddard_stark, bran_stark)	1
parent(X, Z)	parent(unknown_mother_martell, ella_martell)	1
parent(X, Z)	parent(kevan_lannister, lancel_lannister)	1
ancestor(robert_baratheon, Y)	ancestor(X, Y) :- parent(X, Y)	1
parent(_EX0, _EX1)	parent(lewyn_martell, doran_martell)	1
parent(_EX4, _EX0)	parent(kevan_lannister, willem_lannister)	1
male(_EX2)	male(robert_baratheon)	1
parent(_EX4, _EX1)	parent(cersei_lannister, joffery_lannister)	1
parent(_EX1, robert_baratheon)	parent(cassana_estermont, robert_baratheon)	1
status(X, Y)	status(lyanna_stark, dead)	1
parent(_EX1, _EX5)	parent(steffon_baratheon, robert_baratheon)	1
parent(rhaella_targaryen, _EX4)	parent(rhaella_targaryen, viserys_targaryen)	1
parent(X, Y)	parent(elia_martell, aegon_targaryen)	1
parent(X, _EX3)	parent(tywin_lannister, cersei_lannister)	1
status(Y, X)	status(olenna_tyrell, dead)	1
status(X, Y)	status(thoros_of_myr, dead)	1
female(_EX2)	female(catelyn_stark)	1
female(_EX0)	female(daenerys_targaryen)	1
ancestor(X, lancel_lannister)	ancestor(X, Y) :- parent(X, Y)	1
parent(_EX6, X)	parent(unknown_mother_targaryen, duncan_targaryen)	1
parent(catelyn_stark, _EX0)	parent(catelyn_stark, rickon_stark)	1
parent(_EX4, X)	parent(aegon_v_targaryen, daeron_targaryen)	1
ancestor(jaime_lannister, _EX0)	ancestor(X, Y) :- parent(X, Y)	1
parent(_EX0, X)	parent(aegon_v_targaryen, duncan_targaryen)	1
parent(X, _EX0)	parent(lyanna_stark, jon_snow)	1
parent(_EX0, X)	parent(eddard_stark, arya_stark)	1
parent(_EX4, X)	parent(catelyn_stark, bran_stark)	1
status(Y, X)	status(arya_stark, alive)	1
parent(_EX6, _EX5)	parent(tywin_lannister, tyrion_lannister)	1
parent(_EX4, Z)	parent(eddard_stark, arya_stark)	1
parent(robert_baratheon, _EX4)	parent(robert_baratheon, gendry)	1
parent(catelyn_stark, _EX0)	parent(catelyn_stark, arya_stark)	1
parent(_EX5, _EX1)	parent(aegon_v_targaryen, duncan_targaryen)	1
parent(X, _EX4)	parent(alannys_harlaw, maron_greyjoy)	1
male(X)	male(aerys_targaryen)	1
parent(_EX1, Z)	parent(balon_greyjoy, yara_greyjoy)	1
parent(_EX0, _EX1)	parent(unknown_mother_targaryen, aerys_targaryen)	1
parent(X, Y)	parent(stannis_baratheon, shireen_baratheon)	1
parent(_EX6, _EX2)	parent(alannys_harlaw, theon_greyjoy)	1
status(X, Z)	status(luthor_tyrell, dead)	1
parent(_EX0, aerys_targaryen)	parent(unknown_mother_targaryen, aerys_targaryen)	1
parent(_EX0, oberyn_martell)	parent(lewyn_martell, oberyn_martell)	1
parent(_EX4, X)	parent(joanna_lannister, cersei_lannister)	1
parent(Y, jaime_lannister)	parent(tywin_lannister, jaime_lannister)	1
parent(_EX0, X)	parent(oberyn_martell, sarella_sand)	1
parent(X, _EX4)	parent(tywin_lannister, cersei_lannister)	1
parent(_EX6, _EX2)	parent(eddard_stark, rickon_stark)	1
parent(X, _EX0)	parent(eddard_stark, bran_stark)	1
parent(_EX4, Z)	parent(rhaella_targaryen, daenerys_targaryen)	1
parent(_EX4, _EX1)	parent(unknown_mother_sand_3, sarella_sand)	1
parent(_EX2, X)	parent(rhaella_targaryen, rhaegar_targaryen)	1
parent(Y, X)	parent(tywin_lannister, tyrion_lannister)	1
male(_EX0)	male(brandon_stark)	1
parent(X, _EX0)	parent(catelyn_stark, bran_stark)	1
parent(Y, aerys_targaryen)	parent(aegon_v_targaryen, aerys_targaryen)	1
parent(_EX6, _EX5)	parent(jaime_lannister, myrcella_lannister)	1
status(X, Z)	status(kevan_lannister, dead)	1
parent(stannis_baratheon, _EX4)	parent(stannis_baratheon, shireen_baratheon)	1
parent(_EX0, X)	parent(jaime_lannister, tommen_lannister)	1
parent(_EX1, Z)	parent(rhaegar_targaryen, aegon_targaryen)	1
parent(_EX6, _EX2)	parent(alerie_hightower, loras_tyrell)	1
parent(X, Z)	parent(unknown_mother_stark, brandon_stark)	1
parent(X, _EX0)	parent(joanna_lannister, cersei_lannister)	1
parent(Y, _EX3)	parent(steffon_baratheon, robert_baratheon)	1
parent(X, _EX1)	parent(rhaella_targaryen, viserys_targaryen)	1
ancestor(mace_tyrell, X)	ancestor(X, Y) :- parent(X, Y)	1
parent(X, _EX0)	parent(alannys_harlaw, yara_greyjoy)	1
parent(_EX6, _EX2)	parent(mellario_of_norvos, trystane_martell)	1
parent(_EX5, _EX1)	parent(oberyn_martell, sarella_sand)	1
parent(_EX0, _EX1)	parent(kevan_lannister, lancel_lannister)	1
parent(_EX1, _EX3)	parent(steffon_baratheon, stannis_baratheon)	1
parent(Y, X)	parent(jaime_lannister, myrcella_lannister)	1
male(X)	male(balon_greyjoy)	1
parent(_EX3, euron_greyjoy)	parent(unknown_mother_greyjoy, euron_greyjoy)	1
male(_EX2)	male(rickard_stark)	1
parent(X, _EX0)	parent(unknown_mother_greyjoy, balon_greyjoy)	1
parent(_EX1, _EX5)	parent(unknown_mother_martell, ella_martell)	1
parent(X, Y)	parent(elia_martell, rhaenys_targaryen)	1
parent(X, _EX4)	parent(eddard_stark, rickon_stark)	1
parent(Y, _EX3)	parent(lewyn_martell, doran_martell)	1
parent(Y, X)	parent(eddard_stark, sansa_stark)	1
parent(_EX3, Z)	parent(unknown_mother_targaryen, duncan_targaryen)	1
parent(X, Z)	parent(ellaria_sand, tyene_sand)	1
parent(_EX4, Z)	parent(kevan_lannister, willem_lannister)	1
parent(X, _EX0)	parent(elia_martell, aegon_targaryen)	1
parent(_EX1, _EX3)	parent(cersei_lannister, joffery_lannister)	1
status(Y, X)	status(aegon_v_targaryen, dead)	1
parent(_EX1, _EX3)	parent(rhaella_targaryen, viserys_targaryen)	1
descendant(robert_baratheon, _EX4)	descendant(X, Y) :- ancestor(Y, X)	1
parent(_EX2, kevan_lannister)	parent(tytos_lannister, kevan_lannister)	1
parent(_EX4, Z)	parent(mace_tyrell, loras_tyrell)	1
parent(_EX1, _EX5)	parent(kevan_lannister, lancel_lannister)	1
parent(_EX2, X)	parent(unknown_mother_targaryen, daeron_targaryen)	1
ancestor(cersei_lannister, joffery_lannister)	ancestor(X, Y) :- parent(X, Y)	1
parent(_EX4, _EX0)	parent(rhaegar_targaryen, rhaenys_targaryen)	1
parent(_EX5, _EX1)	parent(steffon_baratheon, stannis_baratheon)	1
parent(_EX0, _EX1)	parent(tytos_lannister, tywin_lannister)	1
status(Y, X)	status(beric_dondarrion, alive)	1
parent(X, _EX5)	parent(balon_greyjoy, yara_greyjoy)	1
parent(_EX4, X)	parent(aerys_targaryen, rhaegar_targaryen)	1
parent(_EX2, rhaegar_targaryen)	parent(aerys_targaryen, rhaegar_targaryen)	1
parent(_EX3, Z)	parent(catelyn_stark, sansa_stark)	1
parent(_EX1, _EX3)	parent(rhaella_targaryen, rhaegar_targaryen)	1
parent(_EX1, _EX3)	parent(unknown_mother_greyjoy, aeron_greyjoy)	1
parent(X, _EX4)	parent(oberyn_martell, four_unknown_martells)	1
parent(_EX1, _EX3)	parent(robert_baratheon, gendry)	1
parent(_EX3, X)	parent(aegon_v_targaryen, aerys_targaryen)	1
parent(X, _EX1)	parent(steffon_baratheon, renly_baratheon)	1
female(_EX3)	female(shireen_baratheon)	1
parent(_EX1, Z)	parent(alerie_hightower, margaery_tyrell)	1
parent(_EX0, _EX1)	parent(lewyn_martell, oberyn_martell)	1
parent(_EX4, _EX0)	parent(cersei_lannister, tommen_lannister)	1
parent(Y, duncan_targaryen)	parent(aegon_v_targaryen, duncan_targaryen)	1
parent(balon_greyjoy, _EX4)	parent(balon_greyjoy, maron_greyjoy)	1
ancestor(stannis_baratheon, X)	ancestor(X, Y) :- parent(X, Y)	1
parent(_EX5, _EX1)	parent(cersei_lannister, joffery_lannister)	1
parent(Y, _EX3)	parent(unknown_mother_martell, ella_martell)	1
parent(_EX0, _EX1)	parent(unknown_mother_stark, brandon_stark)	1
parent(X, _EX5)	parent(rhaegar_targaryen, aegon_targaryen)	1
male(_EX0)	male(euron_greyjoy)	1
parent(_EX4, _EX0)	parent(oberyn_martell, obara_sand)	1
parent(X, _EX0)	parent(aerys_targaryen, rhaegar_targaryen)	1
parent(_EX6, _EX2)	parent(unknown_mother_stark, benjen_stark)	1
parent(_EX2, X)	parent(balon_greyjoy, rodrick_greyjoy)	1
ancestor(lyanna_stark, X)	ancestor(X, Y) :- parent(X, Y)	1
parent(X, Z)	parent(alannys_harlaw, rodrick_greyjoy)	1
parent(aerys_targaryen, _EX1)	parent(aerys_targaryen, daenerys_targaryen)	1
parent(_EX6, _EX5)	parent(unknown_father_greyjoy, aeron_greyjoy)	1
status(Y, X)	status(trystane_martell, dead)	1
parent(_EX1, _EX5)	parent(unknown_mother_stark, lyanna_stark)	1
ancestor(stannis_baratheon, _EX4)	ancestor(X, Y) :- parent(X, Y)	1
male(X)	male(tyene_sand)	1
parent(_EX0, X)	parent(rhaella_targaryen, rhaegar_targaryen)	1
parent(_EX1, _EX5)	parent(rickard_stark, brandon_stark)	1
parent(_EX1, Z)	parent(aegon_v_targaryen, aerys_targaryen)	1
parent(X, _EX3)	parent(rickard_stark, lyanna_stark)	1
ancestor(oberyn_martell, X)	ancestor(X, Y) :- parent(X, Y)	1
parent(_EX3, loras_tyrell)	parent(mace_tyrell, loras_tyrell)	1
parent(_EX5, _EX1)	parent(rhaella_targaryen, rhaegar_targaryen)	1
parent(_EX0, oberyn_martell)	parent(unknown_mother_martell, oberyn_martell)	1
